date	AAPL	SPY	TSLA	WMT	MSFT	DIS
2024-10-31	-0.030429279496930972	-0.008923863485732708	-0.045025412068364745	0.014860482804786468	-0.05565870367357961	0.00010389194653170897
2024-11-29	0.0517070966668014	0.059633651098903284	0.3814688622385136	0.12873716288973225	0.044192390309368834	0.22110194693572094
2024-12-31	0.05515529835996924	-0.02406017042926545	0.17000808915631316	-0.02107915327624843	-0.004628460002527701	-0.04789826175362821
2025-01-31	-0.05758329274912943	0.026856557731721686	0.0018819576379678349	0.08644157967386157	-0.01527876479231205	0.015357066793750374
2025-02-28	0.025872441821147785	-0.012694940179009073	-0.2758773935575025	0.0045842352436340494	-0.04161806168734039	0.0065452064954454325
2025-03-31	-0.08150009741411712	-0.05571920643497963	-0.11543452131892018	-0.10728029373378867	-0.05440940092307833	-0.13268899066483164
2025-04-30	-0.04335308656310377	-0.008670166230189347	0.08874826236685496	0.10775718981499005	0.05293149274287701	-0.07852069337202083
2025-05-30	-0.053583975164119835	0.06284504464464602	0.2278848417863253	0.01757003224446163	0.16684001740720067	0.24288068307633548
2025-06-30	0.0215084512154764	0.05138601458363601	-0.08312644606383923	-0.009521935486592414	0.08048050874655832	0.10172351681898517
2025-07-31	0.01169770128522929	0.023031648578059727	-0.02955995259140498	0.0020454905553404235	0.07255593683333572	-0.03951290438025046
2025-08-29	0.11963891239084878	0.02051948204102305	0.08304410748975077	-0.007894433410320922	-0.048691808238784384	-0.006128863915737082
2025-09-30	0.09688132008271788	0.03562033510828466	0.33201547825406585	0.06269333241942698	0.022222678333202905	-0.032775778954340695
2025-10-31	0.06181510580676042	0.02383739357630099	0.026623485126352042	-0.018241803065746742	-0.000270291399078193	-0.016419203772243374
2025-11-28	0.03236421756367336	0.0019500049129079766	-0.05780178787448975	0.09221194393975618	-0.04804685731303826	-0.07236729838488809
2025-12-31	-0.025067289046220242	0.0007975029584423865	0.045447119005781245	0.010199090354035434	-0.0170525388427748	0.09638897694953119
2026-01-30	-0.04553796287895939	0.014737818820090842	-0.04293782243658151	0.06938340745984495	-0.11027248002775836	-0.008525903042483574
2026-02-27	0.01906560964653714	-0.008642046247570145	-0.06482189925675397	0.07394659467385156	-0.08518351769513566	-0.0599291395226238
2026-03-31	-0.03932924356014633	-0.04937956664344334	-0.07642048401115797	-0.026689663999746593	-0.05746798756249527	-0.09109766888503257
2026-04-30	0.06919117987186674	0.10505268686597247	0.026577013807162153	0.061554387022750845	0.10160193378338156	0.07646814645498035
2026-05-29	0.15108715221843605	0.05262575303750272	0.14191757191298504	-0.12096629560125105	0.10651617603697683	-0.018505980557842805
2026-06-30	-0.07274245453871875	-0.010292566443839024	-0.034856243015127464	-0.021511891036546826	-0.17150856157139238	-0.047554695460798824
2026-07-31	0.06756296301144094	0.00034817917005858234	-0.26008086795299534	-0.018188275839716495	0.24583136341252132	-0.0006233512581170775
2026-08-31	0.026587852979950588	0.0267994025821654	0.18232069120487537	-0.05466666795044639	0.0936585239403942	0.11809959790022329
